Run,Method,Time (seconds)
6,MID | X | SPLINE,0.007839918
6,MID | X | SPLINE,0.007390261
6,MID | X | SPLINE,0.007639885
6,MID | X | SPLINE,0.007194281
6,MID | X | SPLINE,0.007592916
6,MID | X | SPLINE,0.007246017
6,MID | X | SPLINE,0.007378101
6,MID | X | SPLINE,0.007201195
6,MID | X | SPLINE,0.00721097
6,MID | X | SPLINE,0.007369041
6,MID | X | SPLINE,0.007596016
6,MID | X | SPLINE,0.007361889
6,MID | X | SPLINE,0.007723808
6,MID | X | SPLINE,0.00739789
6,MID | X | SPLINE,0.00733304
6,MID | X | SPLINE,0.007381916
6,MID | X | SPLINE,0.007189989
6,MID | X | SPLINE,0.007340908
6,MID | X | SPLINE,0.007496119
6,MID | X | SPLINE,0.007643223
6,MID | X | SPLINE,0.007596016
6,MID | X | SPLINE,0.007462025
6,MID | X | SPLINE,0.007555008
6,MID | X | SPLINE,0.007093906
6,MID | X | SPLINE,0.007743835
6,MID | X | SPLINE,0.007004023
6,MID | X | SPLINE,0.007571936
6,MID | X | SPLINE,0.007304907
6,MID | X | SPLINE,0.007612944
6,FULL | X | SPLINE,0.007269859
6,FULL | X | SPLINE,0.007215977
6,FULL | X | SPLINE,0.007351875
6,FULL | X | SPLINE,0.007135153
6,FULL | X | SPLINE,0.007359982
6,FULL | X | SPLINE,0.007126093
6,FULL | X | SPLINE,0.006991148
6,FULL | X | SPLINE,0.007341862
6,FULL | X | SPLINE,0.007050037
6,FULL | X | SPLINE,0.007429123
6,FULL | X | SPLINE,0.007078886
6,FULL | X | SPLINE,0.007506847
6,FULL | X | SPLINE,0.006920815
6,FULL | X | SPLINE,0.007371187
6,FULL | X | SPLINE,0.007301092
6,FULL | X | SPLINE,0.007278919
6,FULL | X | SPLINE,0.007428169
6,FULL | X | SPLINE,0.007117748
6,FULL | X | SPLINE,0.007525921
6,FULL | X | SPLINE,0.007375717
6,FULL | X | SPLINE,0.007164955
6,FULL | X | SPLINE,0.007641077
6,FULL | X | SPLINE,0.00701499
6,FULL | X | SPLINE,0.007740974
6,FULL | X | SPLINE,0.007043123
6,FULL | X | SPLINE,0.007386923
6,FULL | X | SPLINE,0.007349014
6,FULL | X | SPLINE,0.007205248
6,FULL | X | SPLINE,0.007599831
6,FULL | X | SPLINE,0.007525206
6,MID | X | PDE,0.007936716
6,MID | X | PDE,0.008103132
6,MID | X | PDE,0.007797003
6,MID | X | PDE,0.00780797
6,MID | X | PDE,0.007889032
6,MID | X | PDE,0.007797003
6,MID | X | PDE,0.007608175
6,MID | X | PDE,0.007906914
6,MID | X | PDE,0.00762105
6,MID | X | PDE,0.007424593
6,MID | X | PDE,0.007616997
6,MID | X | PDE,0.007759094
6,MID | X | PDE,0.00754118
6,MID | X | PDE,0.007633924
6,MID | X | PDE,0.007670164
6,MID | X | PDE,0.007530928
6,MID | X | PDE,0.00759697
6,MID | X | PDE,0.007717133
6,MID | X | PDE,0.007709026
6,MID | X | PDE,0.007779121
6,MID | X | PDE,0.007488966
6,MID | X | PDE,0.007551432
6,MID | X | PDE,0.007387161
6,MID | X | PDE,0.007790089
6,MID | X | PDE,0.007333994
6,MID | X | PDE,0.007811069
6,MID | X | PDE,0.007240295
6,MID | X | PDE,0.007714748
6,MID | X | PDE,0.007817268
6,MID | X | PDE,0.00767684
6,FULL | X | PDE,0.007512808
6,FULL | X | PDE,0.008069038
6,FULL | X | PDE,0.007647991
6,FULL | X | PDE,0.007544756
6,FULL | X | PDE,0.00769496
6,FULL | X | PDE,0.008324862
6,FULL | X | PDE,0.007597923
6,FULL | X | PDE,0.007383823
6,FULL | X | PDE,0.007297039
6,FULL | X | PDE,0.007119179
6,FULL | X | PDE,0.007556915
6,FULL | X | PDE,0.007405996
6,FULL | X | PDE,0.007375717
6,FULL | X | PDE,0.007771969
6,FULL | X | PDE,0.007248878
6,FULL | X | PDE,0.007334948
6,FULL | X | PDE,0.007107973
6,FULL | X | PDE,0.007852793
6,FULL | X | PDE,0.007290125
6,FULL | X | PDE,0.007768154
6,FULL | X | PDE,0.007513762
6,FULL | X | PDE,0.007582903
6,FULL | X | PDE,0.007492065
6,FULL | X | PDE,0.007213831
6,FULL | X | PDE,0.007505178
6,FULL | X | PDE,0.007154226
6,FULL | X | PDE,0.007322788
6,FULL | X | PDE,0.007701874
6,FULL | X | PDE,0.007238865
6,FULL | X | PDE,0.00752306
7,MID | X | SPLINE,0.007264137
7,MID | X | SPLINE,0.007721901
7,MID | X | SPLINE,0.007233143
7,MID | X | SPLINE,0.007642984
7,MID | X | SPLINE,0.007120132
7,MID | X | SPLINE,0.007666111
7,MID | X | SPLINE,0.007194757
7,MID | X | SPLINE,0.00742507
7,MID | X | SPLINE,0.007477045
7,MID | X | SPLINE,0.007073879
7,MID | X | SPLINE,0.007630825
7,MID | X | SPLINE,0.007250309
7,MID | X | SPLINE,0.007277727
7,MID | X | SPLINE,0.007312059
7,MID | X | SPLINE,0.007170916
7,MID | X | SPLINE,0.007594109
7,MID | X | SPLINE,0.007193089
7,MID | X | SPLINE,0.007468939
7,MID | X | SPLINE,0.007188082
7,MID | X | SPLINE,0.007557869
7,MID | X | SPLINE,0.007800102
7,MID | X | SPLINE,0.007466078
7,MID | X | SPLINE,0.007682085
7,MID | X | SPLINE,0.007495165
7,MID | X | SPLINE,0.007629871
7,MID | X | SPLINE,0.007505178
7,MID | X | SPLINE,0.007375002
7,MID | X | SPLINE,0.007276058
7,MID | X | SPLINE,0.007612944
7,MID | X | SPLINE,0.007760048
7,FULL | X | SPLINE,0.007310867
7,FULL | X | SPLINE,0.007720947
7,FULL | X | SPLINE,0.00723815
7,FULL | X | SPLINE,0.00753212
7,FULL | X | SPLINE,0.007616043
7,FULL | X | SPLINE,0.007506132
7,FULL | X | SPLINE,0.006954908
7,FULL | X | SPLINE,0.007430315
7,FULL | X | SPLINE,0.007370949
7,FULL | X | SPLINE,0.007200003
7,FULL | X | SPLINE,0.007325888
7,FULL | X | SPLINE,0.007205963
7,FULL | X | SPLINE,0.006931067
7,FULL | X | SPLINE,0.007451057
7,FULL | X | SPLINE,0.007352829
7,FULL | X | SPLINE,0.007408142
7,FULL | X | SPLINE,0.007246733
7,FULL | X | SPLINE,0.007130146
7,FULL | X | SPLINE,0.006994009
7,FULL | X | SPLINE,0.007215261
7,FULL | X | SPLINE,0.007135153
7,FULL | X | SPLINE,0.007607222
7,FULL | X | SPLINE,0.007623911
7,FULL | X | SPLINE,0.007514238
7,FULL | X | SPLINE,0.007439852
7,FULL | X | SPLINE,0.007330179
7,FULL | X | SPLINE,0.006885052
7,FULL | X | SPLINE,0.007419825
7,FULL | X | SPLINE,0.007797956
7,FULL | X | SPLINE,0.007487059
7,MID | X | PDE,0.007671118
7,MID | X | PDE,0.007884026
7,MID | X | PDE,0.007595062
7,MID | X | PDE,0.007514
7,MID | X | PDE,0.007496119
7,MID | X | PDE,0.007354736
7,MID | X | PDE,0.007483959
7,MID | X | PDE,0.007401943
7,MID | X | PDE,0.007708311
7,MID | X | PDE,0.007442951
7,MID | X | PDE,0.007854939
7,MID | X | PDE,0.007894039
7,MID | X | PDE,0.007502079
7,MID | X | PDE,0.007851124
7,MID | X | PDE,0.007589817
7,MID | X | PDE,0.007965803
7,MID | X | PDE,0.007440805
7,MID | X | PDE,0.007813215
7,MID | X | PDE,0.0073421
7,MID | X | PDE,0.007707119
7,MID | X | PDE,0.007497072
7,MID | X | PDE,0.007429123
7,MID | X | PDE,0.00785327
7,MID | X | PDE,0.007430077
7,MID | X | PDE,0.007766008
7,MID | X | PDE,0.007704973
7,MID | X | PDE,0.007632971
7,MID | X | PDE,0.007726192
7,MID | X | PDE,0.007699013
7,MID | X | PDE,0.007827044
7,FULL | X | PDE,0.007356882
7,FULL | X | PDE,0.007777929
7,FULL | X | PDE,0.00720787
7,FULL | X | PDE,0.007745028
7,FULL | X | PDE,0.007300138
7,FULL | X | PDE,0.007613897
7,FULL | X | PDE,0.007342815
7,FULL | X | PDE,0.007584095
7,FULL | X | PDE,0.007663965
7,FULL | X | PDE,0.00739789
7,FULL | X | PDE,0.007443905
7,FULL | X | PDE,0.007666349
7,FULL | X | PDE,0.007220268
7,FULL | X | PDE,0.007603884
7,FULL | X | PDE,0.01014781
7,FULL | X | PDE,0.007405043
7,FULL | X | PDE,0.007421017
7,FULL | X | PDE,0.007571936
7,FULL | X | PDE,0.007397175
7,FULL | X | PDE,0.007719994
7,FULL | X | PDE,0.007475853
7,FULL | X | PDE,0.007333755
7,FULL | X | PDE,0.007697105
7,FULL | X | PDE,0.00726676
7,FULL | X | PDE,0.00741601
7,FULL | X | PDE,0.007384062
7,FULL | X | PDE,0.007543802
7,FULL | X | PDE,0.007649183
7,FULL | X | PDE,0.007638931
7,FULL | X | PDE,0.007670879
8,MID | X | SPLINE,0.007235765
8,MID | X | SPLINE,0.007649183
8,MID | X | SPLINE,0.007110834
8,MID | X | SPLINE,0.007749081
8,MID | X | SPLINE,0.007215977
8,MID | X | SPLINE,0.007627964
8,MID | X | SPLINE,0.007102966
8,MID | X | SPLINE,0.007419825
8,MID | X | SPLINE,0.007557154
8,MID | X | SPLINE,0.00720191
8,MID | X | SPLINE,0.007659912
8,MID | X | SPLINE,0.007269144
8,MID | X | SPLINE,0.007407665
8,MID | X | SPLINE,0.007294893
8,MID | X | SPLINE,0.007394075
8,MID | X | SPLINE,0.007390976
8,MID | X | SPLINE,0.00718689
8,MID | X | SPLINE,0.007886171
8,MID | X | SPLINE,0.00750494
8,MID | X | SPLINE,0.007887125
8,MID | X | SPLINE,0.007492065
8,MID | X | SPLINE,0.00760603
8,MID | X | SPLINE,0.007426739
8,MID | X | SPLINE,0.007385969
8,MID | X | SPLINE,0.007490158
8,MID | X | SPLINE,0.00740099
8,MID | X | SPLINE,0.007390976
8,MID | X | SPLINE,0.007378101
8,MID | X | SPLINE,0.007369041
8,MID | X | SPLINE,0.007516861
8,FULL | X | SPLINE,0.007154226
8,FULL | X | SPLINE,0.007625103
8,FULL | X | SPLINE,0.007169724
8,FULL | X | SPLINE,0.007541895
8,FULL | X | SPLINE,0.007151127
8,FULL | X | SPLINE,0.007575035
8,FULL | X | SPLINE,0.007106066
8,FULL | X | SPLINE,0.007555008
8,FULL | X | SPLINE,0.007325888
8,FULL | X | SPLINE,0.007153749
8,FULL | X | SPLINE,0.007367134
8,FULL | X | SPLINE,0.007189035
8,FULL | X | SPLINE,0.00710392
8,FULL | X | SPLINE,0.007385254
8,FULL | X | SPLINE,0.007369995
8,FULL | X | SPLINE,0.007435083
8,FULL | X | SPLINE,0.007238865
8,FULL | X | SPLINE,0.007356882
8,FULL | X | SPLINE,0.007106066
8,FULL | X | SPLINE,0.007290125
8,FULL | X | SPLINE,0.007202864
8,FULL | X | SPLINE,0.007448196
8,FULL | X | SPLINE,0.007486105
8,FULL | X | SPLINE,0.007710934
8,FULL | X | SPLINE,0.00731492
8,FULL | X | SPLINE,0.007477999
8,FULL | X | SPLINE,0.006807089
8,FULL | X | SPLINE,0.007369995
8,FULL | X | SPLINE,0.007169962
8,FULL | X | SPLINE,0.007775068
8,MID | X | PDE,0.007759094
8,MID | X | PDE,0.007899046
8,MID | X | PDE,0.007686138
8,MID | X | PDE,0.007606983
8,MID | X | PDE,0.007957697
8,MID | X | PDE,0.008712292
8,MID | X | PDE,0.008574963
8,MID | X | PDE,0.012853622
8,MID | X | PDE,0.008800983
8,MID | X | PDE,0.008507252
8,MID | X | PDE,0.00857091
8,MID | X | PDE,0.009293079
8,MID | X | PDE,0.008502722
8,MID | X | PDE,0.008332014
8,MID | X | PDE,0.008100033
8,MID | X | PDE,0.007769823
8,MID | X | PDE,0.007940054
8,MID | X | PDE,0.007964849
8,MID | X | PDE,0.008088112
8,MID | X | PDE,0.007904768
8,MID | X | PDE,0.008017063
8,MID | X | PDE,0.007496119
8,MID | X | PDE,0.008054972
8,MID | X | PDE,0.007529974
8,MID | X | PDE,0.007972717
8,MID | X | PDE,0.008063078
8,MID | X | PDE,0.008522987
8,MID | X | PDE,0.008204937
8,MID | X | PDE,0.007760763
8,MID | X | PDE,0.008002043
8,FULL | X | PDE,0.007909775
8,FULL | X | PDE,0.00789094
8,FULL | X | PDE,0.00784421
8,FULL | X | PDE,0.007864714
8,FULL | X | PDE,0.007628918
8,FULL | X | PDE,0.007640839
8,FULL | X | PDE,0.007302046
8,FULL | X | PDE,0.007646799
8,FULL | X | PDE,0.007725716
8,FULL | X | PDE,0.007175207
8,FULL | X | PDE,0.007307768
8,FULL | X | PDE,0.007502079
8,FULL | X | PDE,0.007663965
8,FULL | X | PDE,0.007805109
8,FULL | X | PDE,0.007288694
8,FULL | X | PDE,0.007647038
8,FULL | X | PDE,0.00714016
8,FULL | X | PDE,0.007491827
8,FULL | X | PDE,0.007123947
8,FULL | X | PDE,0.007789135
8,FULL | X | PDE,0.007209063
8,FULL | X | PDE,0.007258892
8,FULL | X | PDE,0.007574081
8,FULL | X | PDE,0.007245064
8,FULL | X | PDE,0.007688999
8,FULL | X | PDE,0.007335901
8,FULL | X | PDE,0.007194281
8,FULL | X | PDE,0.007432938
8,FULL | X | PDE,0.007364988
8,FULL | X | PDE,0.007436991
9,MID | X | SPLINE,0.007260799
9,MID | X | SPLINE,0.007593155
9,MID | X | SPLINE,0.007338047
9,MID | X | SPLINE,0.008068085
9,MID | X | SPLINE,0.007171869
9,MID | X | SPLINE,0.007441282
9,MID | X | SPLINE,0.007209063
9,MID | X | SPLINE,0.00731492
9,MID | X | SPLINE,0.00761199
9,MID | X | SPLINE,0.007217169
9,MID | X | SPLINE,0.007631779
9,MID | X | SPLINE,0.007448912
9,MID | X | SPLINE,0.007527828
9,MID | X | SPLINE,0.007601976
9,MID | X | SPLINE,0.007508039
9,MID | X | SPLINE,0.00761795
9,MID | X | SPLINE,0.007142782
9,MID | X | SPLINE,0.007593155
9,MID | X | SPLINE,0.0073421
9,MID | X | SPLINE,0.007675171
9,MID | X | SPLINE,0.007261992
9,MID | X | SPLINE,0.007641077
9,MID | X | SPLINE,0.007322788
9,MID | X | SPLINE,0.007567883
9,MID | X | SPLINE,0.007516146
9,MID | X | SPLINE,0.007533789
9,MID | X | SPLINE,0.007286072
9,MID | X | SPLINE,0.007274866
9,MID | X | SPLINE,0.007431984
9,MID | X | SPLINE,0.007424831
9,FULL | X | SPLINE,0.007431746
9,FULL | X | SPLINE,0.007560015
9,FULL | X | SPLINE,0.007064104
9,FULL | X | SPLINE,0.00747323
9,FULL | X | SPLINE,0.007066011
9,FULL | X | SPLINE,0.007174015
9,FULL | X | SPLINE,0.007074118
9,FULL | X | SPLINE,0.007374048
9,FULL | X | SPLINE,0.007515907
9,FULL | X | SPLINE,0.007395744
9,FULL | X | SPLINE,0.006945848
9,FULL | X | SPLINE,0.007319927
9,FULL | X | SPLINE,0.007162809
9,FULL | X | SPLINE,0.007545233
9,FULL | X | SPLINE,0.007168055
9,FULL | X | SPLINE,0.007398844
9,FULL | X | SPLINE,0.007256746
9,FULL | X | SPLINE,0.007281303
9,FULL | X | SPLINE,0.007272005
9,FULL | X | SPLINE,0.00710988
9,FULL | X | SPLINE,0.00745225
9,FULL | X | SPLINE,0.007276058
9,FULL | X | SPLINE,0.007168055
9,FULL | X | SPLINE,0.007359028
9,FULL | X | SPLINE,0.007117987
9,FULL | X | SPLINE,0.007453918
9,FULL | X | SPLINE,0.006850004
9,FULL | X | SPLINE,0.007544994
9,FULL | X | SPLINE,0.007113934
9,FULL | X | SPLINE,0.007514238
9,MID | X | PDE,0.007755995
9,MID | X | PDE,0.007678986
9,MID | X | PDE,0.007584095
9,MID | X | PDE,0.007515192
9,MID | X | PDE,0.007838011
9,MID | X | PDE,0.007513046
9,MID | X | PDE,0.007717133
9,MID | X | PDE,0.007398844
9,MID | X | PDE,0.007467985
9,MID | X | PDE,0.007343292
9,MID | X | PDE,0.00755477
9,MID | X | PDE,0.007842064
9,MID | X | PDE,0.007297993
9,MID | X | PDE,0.007907867
9,MID | X | PDE,0.007591963
9,MID | X | PDE,0.008015156
9,MID | X | PDE,0.007646799
9,MID | X | PDE,0.007736683
9,MID | X | PDE,0.007697344
9,MID | X | PDE,0.007603884
9,MID | X | PDE,0.007714033
9,MID | X | PDE,0.00756979
9,MID | X | PDE,0.007798195
9,MID | X | PDE,0.007572889
9,MID | X | PDE,0.007791996
9,MID | X | PDE,0.007674217
9,MID | X | PDE,0.007646799
9,MID | X | PDE,0.00759387
9,MID | X | PDE,0.007452011
9,MID | X | PDE,0.007650137
9,FULL | X | PDE,0.007426739
9,FULL | X | PDE,0.007852077
9,FULL | X | PDE,0.007287979
9,FULL | X | PDE,0.007818937
9,FULL | X | PDE,0.007139683
9,FULL | X | PDE,0.00770998
9,FULL | X | PDE,0.00744009
9,FULL | X | PDE,0.007794857
9,FULL | X | PDE,0.007609129
9,FULL | X | PDE,0.008335829
9,FULL | X | PDE,0.008312225
9,FULL | X | PDE,0.007483959
9,FULL | X | PDE,0.007600784
9,FULL | X | PDE,0.007451773
9,FULL | X | PDE,0.007849216
9,FULL | X | PDE,0.007544994
9,FULL | X | PDE,0.00738883
9,FULL | X | PDE,0.007576227
9,FULL | X | PDE,0.007720947
9,FULL | X | PDE,0.007760763
9,FULL | X | PDE,0.007857084
9,FULL | X | PDE,0.0077672
9,FULL | X | PDE,0.007741213
9,FULL | X | PDE,0.007251978
9,FULL | X | PDE,0.007726908
9,FULL | X | PDE,0.007338047
9,FULL | X | PDE,0.007634163
9,FULL | X | PDE,0.007470846
9,FULL | X | PDE,0.007643938
9,FULL | X | PDE,0.007278204
10,MID | X | SPLINE,0.007512093
10,MID | X | SPLINE,0.007574081
10,MID | X | SPLINE,0.007200956
10,MID | X | SPLINE,0.007557154
10,MID | X | SPLINE,0.007241964
10,MID | X | SPLINE,0.007415056
10,MID | X | SPLINE,0.007246256
10,MID | X | SPLINE,0.007132769
10,MID | X | SPLINE,0.007645845
10,MID | X | SPLINE,0.007119179
10,MID | X | SPLINE,0.007816076
10,MID | X | SPLINE,0.007198811
10,MID | X | SPLINE,0.007441282
10,MID | X | SPLINE,0.007400036
10,MID | X | SPLINE,0.00722003
10,MID | X | SPLINE,0.007496834
10,MID | X | SPLINE,0.007239819
10,MID | X | SPLINE,0.007331133
10,MID | X | SPLINE,0.007500648
10,MID | X | SPLINE,0.007424116
10,MID | X | SPLINE,0.007524252
10,MID | X | SPLINE,0.007453918
10,MID | X | SPLINE,0.00757885
10,MID | X | SPLINE,0.007125854
10,MID | X | SPLINE,0.007454872
10,MID | X | SPLINE,0.007064104
10,MID | X | SPLINE,0.007266045
10,MID | X | SPLINE,0.007401228
10,MID | X | SPLINE,0.007663965
10,MID | X | SPLINE,0.007315874
10,FULL | X | SPLINE,0.007336855
10,FULL | X | SPLINE,0.006928205
10,FULL | X | SPLINE,0.007225037
10,FULL | X | SPLINE,0.00722599
10,FULL | X | SPLINE,0.007605553
10,FULL | X | SPLINE,0.007155895
10,FULL | X | SPLINE,0.007251263
10,FULL | X | SPLINE,0.007266998
10,FULL | X | SPLINE,0.006937981
10,FULL | X | SPLINE,0.007280827
10,FULL | X | SPLINE,0.00721693
10,FULL | X | SPLINE,0.007346869
10,FULL | X | SPLINE,0.007564068
10,FULL | X | SPLINE,0.007292032
10,FULL | X | SPLINE,0.007279158
10,FULL | X | SPLINE,0.007102013
10,FULL | X | SPLINE,0.007553101
10,FULL | X | SPLINE,0.007015944
10,FULL | X | SPLINE,0.007521152
10,FULL | X | SPLINE,0.007184982
10,FULL | X | SPLINE,0.007043123
10,FULL | X | SPLINE,0.007393122
10,FULL | X | SPLINE,0.007102966
10,FULL | X | SPLINE,0.007171869
10,FULL | X | SPLINE,0.007041931
10,FULL | X | SPLINE,0.007230997
10,FULL | X | SPLINE,0.007184744
10,FULL | X | SPLINE,0.007219076
10,FULL | X | SPLINE,0.007550955
10,FULL | X | SPLINE,0.006922007
10,MID | X | PDE,0.007944345
10,MID | X | PDE,0.007432222
10,MID | X | PDE,0.007534981
10,MID | X | PDE,0.007477045
10,MID | X | PDE,0.007637024
10,MID | X | PDE,0.007718086
10,MID | X | PDE,0.007525206
10,MID | X | PDE,0.00796175
10,MID | X | PDE,0.007580042
10,MID | X | PDE,0.007591724
10,MID | X | PDE,0.007686853
10,MID | X | PDE,0.007572889
10,MID | X | PDE,0.00761795
10,MID | X | PDE,0.007525921
10,MID | X | PDE,0.007735014
10,MID | X | PDE,0.007441759
10,MID | X | PDE,0.007785797
10,MID | X | PDE,0.007243156
10,MID | X | PDE,0.007789135
10,MID | X | PDE,0.00758791
10,MID | X | PDE,0.007729053
10,MID | X | PDE,0.007572174
10,MID | X | PDE,0.007821083
10,MID | X | PDE,0.007543087
10,MID | X | PDE,0.007874966
10,MID | X | PDE,0.007674932
10,MID | X | PDE,0.007770061
10,MID | X | PDE,0.008171082
10,MID | X | PDE,0.007853985
10,MID | X | PDE,0.009420872
10,FULL | X | PDE,0.012102842
10,FULL | X | PDE,0.009756804
10,FULL | X | PDE,0.010037899
10,FULL | X | PDE,0.009797812
10,FULL | X | PDE,0.010187149
10,FULL | X | PDE,0.01055789
10,FULL | X | PDE,0.009582043
10,FULL | X | PDE,0.009757042
10,FULL | X | PDE,0.009861946
10,FULL | X | PDE,0.00924015
10,FULL | X | PDE,0.007463932
10,FULL | X | PDE,0.007776976
10,FULL | X | PDE,0.007402897
10,FULL | X | PDE,0.007285595
10,FULL | X | PDE,0.007488966
10,FULL | X | PDE,0.007685184
10,FULL | X | PDE,0.007313967
10,FULL | X | PDE,0.007514954
10,FULL | X | PDE,0.007471085
10,FULL | X | PDE,0.007632971
10,FULL | X | PDE,0.007326126
10,FULL | X | PDE,0.009139061
10,FULL | X | PDE,0.007124186
10,FULL | X | PDE,0.007369995
10,FULL | X | PDE,0.00729084
10,FULL | X | PDE,0.007454157
10,FULL | X | PDE,0.007447004
10,FULL | X | PDE,0.007237911
10,FULL | X | PDE,0.007423162
10,FULL | X | PDE,0.0073421